,spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
748,25800,79,126635,453,208,2294,5080,11274,9975,20437,21457,20102900,18467625,9,192191,17123,6887,9730270,313.17,92617,657208489,Twezzi_ua_28366402,"1406,69"
749,699,0,4077,242,14,905,139,378,426,931,818,225689,422562,4,9311,356,1904,197792,174.48,2533,610339596,Adrian_Guts,"518,58"
750,33486,0,226092,301,548,1977,6754,22749,25990,32526,49287,18842902,42172348,8,495535,19330,4881,14845618,155.54,138452,511352447,Maverick_19,"461,98"
751,142,447,3993,339,12,1581,292,395,472,1112,879,261913,247942,4,7680,391,1559,298311,50.12,2202,570232098,MeszekLegends,"389,72"
753,7638,0,21091,283,59,1519,936,2831,2973,8166,5863,2251662,3932496,7,34941,2516,3704,1660630,294.88,6948,637712161,monax12345_8582501,"582,41"
754,1485,82,6058,241,19,1272,290,948,1132,788,2099,591787,1169751,6,11060,785,2796,506143,129.17,3609,610396955,Kiril_Uzhva,"364,82"
755,305,202,4549,492,6,1820,207,296,246,265,548,496922,285385,6,8509,573,3148,269613,137.05,2859,586449036,_braninho_,"1818,16"
756,1415,5,8389,279,20,1141,517,791,787,1825,1598,648075,578558,6,16031,1036,2404,445879,168.09,2548,507255273,h311m4n,"812,06"
758,414,0,1310,121,14,682,174,334,397,1276,745,26611,150270,3,8241,114,655,90476,62.56,657,517277403,Captain_Tryanta,"41,03"
759,504,0,4012,241,10,1222,266,426,505,1427,941,303938,458463,6,7301,542,3317,227211,143.22,1356,511939901,Pernambucano,"496,51"
760,1618,15,5507,162,24,889,261,653,753,1169,1430,174490,362784,5,22741,517,767,232070,80.34,151,619008511,homebob,"188,78"
761,370,253,4325,476,8,1943,367,431,344,767,783,535796,271293,10,9592,762,3124,372567,141.49,2150,541251178,parologtato,"1243,90"
762,1458,0,4974,165,24,725,269,583,566,2775,1173,145803,163500,6,9533,715,396,193486,62.47,70,510558633,Zeitungsboy,"436,62"
763,1843,0,8341,421,27,2003,376,1039,1238,2289,2304,995191,1953342,6,12025,981,3476,970983,180.12,5343,555535175,Floki1212,"510,91"
764,1929,0,18413,286,56,1896,913,1307,1510,6108,2873,1311723,1799480,6,29350,1600,3420,821383,261.61,7314,510752691,Creciproque,"669,02"
766,2223,0,9959,365,19,1930,486,1130,1212,3273,2361,1031124,1511990,7,15278,1459,3713,862041,232.99,2553,506034072,zohaa,"691,53"
767,1051,0,5670,188,10,1334,266,777,959,1061,1746,253220,558598,6,12534,589,1340,328091,85.57,3324,632681709,RenamedUser_66423502,"166,54"
768,82421,323,308540,529,511,2948,7123,20989,17761,47018,39261,44297967,40431814,12,445297,39563,8572,20756486,435.11,126692,596786629,_Xaoc_532,"1745,23"
769,893,0,6365,261,8,1472,169,393,347,465,748,138308,113499,9,14779,799,1091,195307,41.32,4405,606864802,RenamedUser_62845770,"804,40"
770,376,0,6055,319,7,1838,224,332,261,746,600,249884,224884,8,11408,536,2489,191199,130.75,3821,599422593,Sonus_Noctis,"1187,53"
771,8940,182,35588,407,91,2408,1095,3361,3613,5321,7065,3643536,4945455,8,64039,4203,6017,2877989,341.78,13478,597539357,MishkaD,"819,23"
772,23,124,1161,423,7,1520,239,315,225,97,547,377338,86948,4,4387,460,3565,231519,82.92,1058,608093500,Arta_The_mercy,"1172,35"
773,11385,4,40496,281,136,1751,2990,6366,7068,16455,13570,5498853,8708559,8,81728,7295,4112,3812109,225.15,12900,599306548,vy31011982,"579,74"
774,14568,214,105888,649,149,2954,4779,7825,6568,15529,14542,15253044,11994686,9,163341,14811,6998,9434597,362.92,49227,500002702,Szalami111,"1704,35"
775,3955,93,23902,433,51,2273,536,1584,1566,1471,3201,1642980,2281246,7,43169,1946,4253,1386331,218.64,14908,575110837,Jakub_Bartnikiewicz,"919,95"
776,2602,13,17560,301,48,1336,1470,2365,2341,3717,4754,2560074,1672355,7,32731,3182,5984,1431099,141.12,9607,624078567,kott_vt,"896,28"
777,2723,0,26155,337,42,2221,1495,2457,2505,10544,5004,3010592,2857601,9,41705,3737,3979,1687032,190.11,10981,504220800,Jucilla,"947,16"
778,9268,0,38928,311,73,1737,1382,3362,3399,13745,6834,3029324,3845488,8,75003,5112,4864,2124101,179.33,17549,505786681,Discombobulator,"786,05"
779,4966,0,18428,279,45,1468,821,2447,2765,5187,5257,1941829,3433172,6,29831,2358,4871,1467063,175.56,11942,655269046,vladuha20001,"529,31"
780,181,146,1719,159,13,930,145,243,342,227,598,85414,124070,5,5076,290,924,95013,42.88,987,635336648,2005_283_93286363,"196,96"
781,740,0,7070,162,20,922,468,1117,1438,1131,2575,275123,1049823,5,18682,619,1902,417330,63.45,3465,536809424,MatynoCZ,"36,57"
782,54368,477,240518,491,424,2499,11411,21700,20168,45993,42292,43169415,39139588,8,364426,36192,8487,20757486,405.27,147301,507150387,kotekb,"1424,32"
783,1360,0,5964,256,10,1532,259,550,455,3256,1015,245015,303936,8,9754,790,1872,260346,66.08,3956,555408887,Cherniy998,"687,14"
784,366,0,2281,152,9,923,140,345,398,233,752,79692,240233,3,5685,220,1094,114094,60.53,1339,611298680,JAMIK_IBRAGIMOV,"88,98"
785,3914,275,11050,264,33,1476,875,1926,2253,1707,4212,902766,2497342,7,22616,1275,1972,1113982,176.31,6956,529900098,xoActaeoNox_Destroyer,"225,00"
786,113458,974,513622,725,752,2847,21054,42122,33478,73671,76352,95981395,79124486,11,776677,87062,8673,55332073,541.15,276000,594773861,R1342,"1872,31"
787,13260,81,50596,350,62,2252,2008,5370,5632,10198,11064,6137582,7852949,9,85090,6715,4817,3871772,226.62,34763,519183124,nneessaaa,"878,59"
788,3809,0,29870,380,33,1591,1537,2483,2284,6583,4800,3303738,1979237,8,47036,4704,3800,1824400,217.41,19168,507121839,Ps531_10,"1430,17"
789,10187,30,57409,384,121,2027,2242,5654,6419,10411,12194,7563014,10238716,8,96412,6993,5729,4676669,222.41,36384,625273728,svadimss,"825,68"
790,1542,0,14339,293,46,1636,950,1346,1269,6098,2661,937909,849953,7,30131,2220,3739,779264,153.46,3378,508807964,PhantumTank,"805,63"
791,232,0,2488,210,5,1062,128,238,280,923,523,118199,210367,4,6095,225,2148,110059,77.83,1412,557399106,kacpilach2,"406,12"
792,17104,524,88311,351,175,2160,4637,7883,7913,9091,15971,9882779,9564368,8,191620,9988,5026,5609656,284.61,38317,507448795,velnias99,"996,46"
793,7964,1428,44071,416,137,1676,2971,5269,5572,7092,10978,7683673,10056458,10,78069,6448,6490,4562032,285.21,29246,604196373,Sarser1983,"774,14"
794,8191,0,47005,397,81,1909,2525,4759,4520,3870,9360,6751649,7112252,8,67158,8216,6560,3717199,265.2,33970,628958628,BAHO__strelok090914_3314,"1168,27"
796,1564,0,8893,183,11,884,341,785,889,4183,1685,275145,331540,6,17859,1101,880,308304,65.29,6606,620762769,arik801,"629,77"
798,9536,77,76563,474,102,2331,4343,6723,5698,24133,12523,10392795,5771570,12,125928,14079,6285,5929777,192.29,57085,514717355,adasian,"1555,51"
799,2607,0,18832,260,32,1658,1128,2080,2157,4303,4269,1336943,1982282,6,40897,2439,2478,1111298,122.39,11641,625450545,Rydboy_22633001,"572,94"
800,18016,2682,119295,539,360,2726,6496,12175,12534,25137,25069,21890070,22381824,8,214666,17266,7009,13523405,278.61,73621,502123359,Kalle1985,"1043,73"
802,3121,3,21404,499,37,2703,404,1171,1085,440,2293,2278550,2280726,9,33966,2047,6414,1144027,323.94,14738,660946497,FCDK__,"1489,78"
803,6958,917,51366,354,144,2177,3847,6564,7148,11900,13856,9232347,9524269,7,91403,8591,6351,4906377,188.76,32770,597174600,argentum_22,"827,30"
804,1006,0,3387,148,13,834,329,781,930,1789,1724,82324,386952,4,14552,297,663,255148,56.22,1757,634187175,RenamedUser_76815202,"50,00"
805,559,0,5613,344,24,1614,428,616,812,1047,1452,619497,1109764,7,9318,631,2664,499066,182.87,3262,505534728,Kuciakus,"383,05"
806,7713,23,27263,320,53,2058,982,3299,3783,4321,7135,2918110,4702008,8,53013,3756,4289,2285801,226.52,11621,604395247,Gertsaginya,"535,87"
807,4066,385,23313,383,51,2025,1141,2514,2535,2817,5100,2524531,3322831,7,40960,3175,4397,1955252,175.85,14750,553616251,markan99_sniper,"787,48"
808,11585,51,46534,317,68,1655,1504,4509,4591,3085,9168,4449378,5869602,8,80765,5849,4248,2908699,195.58,30798,631277206,bili_zashhitnik,"818,32"
809,1575,0,12899,659,6,2463,270,548,359,2783,913,791475,534307,8,20580,1354,3951,601875,222.8,9606,631335573,RenamedUser_57923394,"2514,45"
810,1091,0,5638,207,17,1057,319,765,798,1378,1580,236151,487686,5,18191,581,1763,327635,83.1,2952,621845219,Che_Guevara_2016_,"265,39"
812,1424,73,12877,497,32,2682,416,1100,1181,1850,2313,1607749,2236883,6,20701,1219,5398,1149799,185.27,7923,568413515,Setolele27,"785,64"
813,1611,0,7602,289,12,1356,282,849,918,2756,1779,670795,1391472,6,12972,886,3153,514132,188.56,4942,514106560,niemieckiczolgpz3,"496,58"
814,54913,7169,170555,401,555,2270,10822,25788,27509,33527,53852,32588380,40336064,8,326262,30575,5606,21583130,239.41,111702,515276603,broscoi1,"724,57"
815,968,0,4007,200,12,953,283,839,1047,889,1898,224348,846519,4,10904,411,1244,379193,98.38,2495,506755210,pabblo1982,"50,26"
817,3082,0,9331,188,39,1149,468,1620,1790,3663,3449,545113,1645066,6,25267,1160,0,647412,0.0,0,504854169,rambogroeneweg,"159,41"
818,459,0,4721,251,7,1046,234,410,395,419,812,182629,293966,5,9271,402,1387,204053,99.62,2850,556215574,Frano20,"475,41"
819,253,0,1185,118,19,606,339,541,700,1544,1260,62320,417249,6,3230,144,0,148482,21.0,0,655029328,RenamedUser_12486691,"31,62"
820,1121,0,7108,355,9,2090,238,600,584,702,1193,487143,659306,7,12302,772,3765,423072,165.73,4655,606359284,Chymak_58547969,"851,54"
821,1998,1,14123,396,13,2273,261,655,543,532,1211,638230,462529,11,23557,1497,2907,479861,153.29,9248,601787102,TT_980,"1629,45"
822,313,0,2993,459,21,1509,151,310,407,998,738,385683,744587,4,4292,286,3074,338731,167.29,1639,580554560,MONARCH_250,"417,27"
823,7096,62,36699,329,91,1833,2000,4098,4323,5443,8512,3858471,5066588,10,63032,5008,3475,2801345,168.23,24354,596327612,MUXAMOR_15,"740,67"
824,2435,0,5767,159,29,1176,390,1421,1702,2731,3152,246340,1078169,6,15438,491,1391,500423,79.71,3087,633604692,adamik1977,"52,64"
825,9512,44,35966,496,132,2469,1980,3752,3962,11750,7846,6416264,6615371,7,62933,5513,4459,3890254,307.6,1342,501774934,Persequi,"1087,78"
826,29533,964,210726,514,508,2490,10755,16727,15587,46502,32822,35133572,30880072,11,337972,30289,7376,16868602,295.52,61330,500267026,EDI_56,"1432,11"
827,8074,255,26789,264,47,1431,1341,3740,4153,7752,7940,2288299,4476985,7,52247,3081,2988,2095584,185.89,16585,595245660,ostapenko573_sashulya,"387,52"
828,879,0,2499,365,5,1463,98,291,311,386,607,283589,442003,5,4017,355,2294,221315,357.88,1603,610872453,bioshock_4,"800,11"
829,765,307,2735,470,15,1527,160,250,262,678,527,377629,190079,6,7511,442,3911,247613,166.38,1347,636384887,rakelo_2_2020,"1361,24"
830,3359,22,27243,504,68,2153,1353,2469,2760,4950,5297,5246347,6025617,7,37886,3536,5671,2671167,243.73,18995,530094827,stszelecz,"1046,31"
831,28628,2534,100168,442,338,2193,6572,13607,14761,49187,28706,17118028,22243071,8,168543,14927,5752,12689215,211.29,68560,509433603,franchino975,"699,83"
832,14449,931,98963,595,224,2303,5609,9103,8712,9429,18039,18867740,18849824,9,150824,14764,6705,10739306,352.19,67571,600817445,PATHFINDER_ALX,"1213,85"
833,2707,2,13871,288,71,1313,1038,1756,1966,8337,3793,1652249,2659087,6,26460,2134,2336,1091656,246.75,1881,501680749,drm85,"548,88"
834,4603,0,26156,313,60,1523,1230,3076,3492,8666,6628,2452383,5117630,8,48923,2745,3470,2071256,167.5,15827,600724172,vitos40,"425,85"
835,35903,2457,175190,413,448,2189,9512,19129,20748,13270,40325,24904641,34302520,8,313352,21057,5689,16647792,239.88,113444,521583984,NESTOS07,"745,55"
836,2313,0,17488,434,43,2040,984,1561,1425,8027,3029,1981660,1909754,9,26298,2707,2279,1315828,435.44,62,500534730,vtrxd,"1163,82"
837,4974,177,26687,468,68,1892,1338,2538,2654,3149,5260,3934920,6009407,6,39848,2906,5538,2461550,304.11,15880,562490382,Admiral_Adonis93,"875,56"
838,1647,0,12393,211,25,1353,529,1159,1399,5096,2583,589500,1116866,6,30861,1045,2910,544950,129.02,3475,622391333,Nikitos_Lixoy,"347,99"
839,2196,0,7843,202,15,1315,471,966,1088,723,2069,398985,449373,5,23042,799,2406,417288,121.75,3782,502705419,harrierjack,"376,09"
840,491,0,3156,147,12,702,203,348,362,1542,722,86997,95684,7,8717,438,323,105881,93.0,15,510948062,dominikbshudec,"360,78"
841,40415,840,190363,540,555,2487,10466,19237,18292,36186,38084,38861108,36662618,9,289736,30034,7291,20552416,505.98,120465,595117875,K_O_D_A_K,"1257,17"
842,9492,551,58917,426,169,2010,3325,6462,8793,14045,15424,8343612,13478931,7,132364,6380,5948,6571924,214.12,33985,505302691,Rene787,"481,62"
843,2408,465,25265,482,57,2484,1431,2173,2057,6194,4287,3605665,3245016,9,42552,3623,6341,2067717,193.95,13539,500666131,styrcon,"1179,63"
844,22763,629,101945,468,252,2298,3810,8920,9671,11218,18843,18024474,25827189,9,152082,11806,5369,8813807,412.04,61743,596551886,pro100tak1972,"946,84"
845,53989,2264,375223,515,834,3031,20579,30713,29489,79569,61036,53966518,52419156,11,612617,54609,6469,31404904,281.2,207284,505330896,Koval07,"1222,32"
846,13590,447,133532,292,330,1847,6710,10350,11981,18343,22661,8360458,14040716,8,233501,10915,4116,6622788,170.12,68830,506160902,Carolus_Rex12,"479,51"
847,2945,0,20000,146,68,1054,954,2482,2923,1853,5473,474416,1214348,6,97385,1852,1329,799885,57.07,10800,515599878,EdennAirForce,"73,83"
848,42964,479,179899,534,378,3085,6968,15653,14947,32269,30978,25148815,24822645,11,272852,24177,8307,16542806,385.4,54596,503314583,Niagara_falls,"1259,07"
849,84572,1029,343434,801,551,3359,13609,25145,19945,59256,45641,64158167,45516418,11,520229,49070,8738,36542288,590.01,254395,604861711,A6ra4am,"2117,11"
850,13963,296,66403,650,103,2810,2519,5076,4761,6110,9940,11523907,10182602,8,97889,8674,7586,6460785,486.57,46180,547039134,kubasekCZYolo,"1560,70"
851,305,0,2486,308,1,1544,123,284,258,598,543,141485,177077,5,4148,335,2220,167128,93.38,1669,609544712,AttaCk_Fuuury,"577,35"
852,9857,89,55958,484,151,2304,2481,4966,5120,8103,10237,9141434,9536218,10,84029,7896,7247,4958600,399.54,25708,500365962,Kopytko65,"1236,57"
854,4609,202,28744,513,91,2034,1285,2555,3141,3655,5787,4550913,6354526,8,46978,3023,6303,2965974,285.96,17372,508569506,BisepsTRTwitch,"824,68"
855,4155,3137,64311,485,246,2120,5593,7210,7670,8308,15126,8812482,7188534,7,136986,11007,5482,7335601,119.65,39623,538164477,black_thunder_invader,"762,38"
856,7304,0,33998,434,83,2237,872,2958,3145,3283,6186,5018977,6905333,8,55796,3606,6280,2687795,317.86,23011,552107960,husein998,"990,08"
857,3518,0,23987,458,46,2372,1275,2204,2309,7363,4559,2657744,2984797,11,37463,3357,4684,2086059,208.25,14443,507306260,TheHellbringer,"934,11"
860,5362,1198,30948,527,91,2075,1653,3167,3085,3754,6343,6697053,5964147,8,55397,4186,6158,3343232,291.31,16728,596674527,Online_vin,"1223,80"
861,891,0,3177,150,12,985,216,579,714,1127,1305,115018,461801,3,10326,290,1087,195254,80.14,2015,519572079,34EMEPANZER,"41,41"
862,9662,382,63162,537,95,2765,2530,5242,5042,15659,10379,9068548,8860439,11,95433,7771,6815,5568506,248.03,41538,546490546,Pawahtuun,"1259,32"
863,14376,655,71802,518,187,2367,3005,6454,7384,19140,14025,12391499,16703049,7,113426,8170,6715,7263113,348.46,44292,560903480,xXMegalodoNXxc,"892,55"
864,8361,0,45012,421,79,2341,1811,4386,5667,6252,10132,6128198,7968743,7,69559,5568,5365,4267726,200.42,30766,501745323,ElPlato,"740,74"
865,15359,379,76674,431,136,2344,2491,6171,5673,19485,11980,10159057,10376494,10,110506,9738,5958,5167478,302.97,34489,501980023,AGR089,"1382,44"
866,629,0,3570,154,10,939,149,484,561,1007,1055,86612,228629,6,10003,312,1198,162492,54.29,1980,519817308,_david0220_,"57,28"
867,2864,0,22090,240,49,1356,1266,2501,2769,5013,5319,1506000,2366170,7,53351,2632,2588,1276566,122.62,7377,502017946,Cenola,"472,72"
868,3069,27,20297,352,58,1540,1758,2800,2457,7700,5315,3710224,2929903,7,39483,4425,4886,1869677,246.65,7633,505053342,SingleTank,"1213,01"
869,15739,759,81244,419,229,2145,4014,9595,10533,21136,20357,11447057,16839939,7,130153,10813,5084,8536745,214.39,52255,594896554,_T_S_V_16,"712,48"
871,254,0,2903,145,10,638,215,336,364,608,710,69028,116533,5,8339,335,0,103241,0.0,0,620448133,RenamedUser_5567718,"170,32"
872,32133,6064,197944,484,422,2544,10105,18875,18772,42875,38069,33173292,26882533,11,331801,30705,7429,18418232,243.74,133713,509735203,Kisiel1939,"1214,44"
873,920,0,1641,147,17,822,76,357,386,860,760,65103,158185,6,4086,250,0,111702,0.0,0,619133599,RenamedUser_1085478,"129,90"
874,953,0,7525,277,9,1365,436,753,800,1827,1562,486043,743306,8,16377,702,2653,432404,132.13,4316,535016396,Rudzielec103,"497,91"
875,1149,0,6810,251,31,1299,422,881,870,3525,1782,525640,821446,7,11517,1100,2194,448109,150.77,972,501114360,menco,"562,54"
876,568,0,1598,135,7,669,68,314,357,847,678,46527,176259,5,3490,135,684,91445,53.38,858,630568606,odinokiy_volk_581,"60,75"
877,6916,12,38167,279,48,1541,1455,3594,3704,7822,7346,2755718,3614247,8,68984,4222,3732,2046102,149.57,22049,595200848,x136us,"704,38"
878,447,0,1183,153,12,1423,117,313,347,622,672,92344,170666,5,3077,251,0,102569,0.0,0,501516091,cachapool,"219,65"
879,11033,0,67549,483,110,2255,2050,4016,3422,4161,7548,6993907,6074673,7,116647,6785,7839,3646461,349.38,47222,551865598,InertiaDoriftoJBP,"1649,81"
880,1558,0,10771,279,16,1314,584,944,847,2318,1807,723525,624041,6,22109,1513,2564,504887,206.78,387,504265847,Duri92,"976,29"
881,8317,28,58046,508,153,2345,3270,5678,6640,14573,12471,10131088,13393821,9,81053,7002,6811,6341488,261.01,34985,603117749,______Maverick_______,"830,98"
882,9268,13,50556,480,125,2112,2599,5097,5128,5576,10350,9970801,11754546,8,73275,6927,5896,4965163,364.92,34498,501689209,LaMore,"1043,25"
883,4323,104,17384,559,27,2496,812,1844,1824,1779,3695,2658262,3104371,8,27421,2552,6170,2066047,355.64,12173,544627753,Fetter_Mogelbaum,"1038,48"
884,20764,646,101998,414,219,2264,4978,11013,11080,13371,22312,19103399,21348015,9,167909,15924,6254,9241963,291.3,66546,655457043,vetal1989tanks,"1026,64"
885,2640,0,15956,246,55,1594,784,1819,2222,6038,4096,1116245,2278970,5,30795,1666,2769,1005999,154.96,8187,510981988,marshmalo_n3,"339,34"
886,25759,717,150142,618,299,2523,8013,14372,13385,21653,28056,29201090,23336420,10,275462,25807,8176,17327941,341.33,96627,505526571,Arvid_1981_VG,"1441,85"
887,7592,47,46546,469,94,2317,2295,4254,3918,9331,8266,8775106,7297934,8,65825,7803,6705,3879472,280.05,32911,624768501,StarDyglas,"1531,42"
888,512,97,3550,289,14,1500,212,510,543,1397,1067,252142,380694,4,9975,440,2076,308312,86.43,1616,596731206,xShamaNxNTx,"396,83"
889,5049,132,23455,286,111,2082,1524,3134,3516,2235,6761,2735042,3693311,7,65398,3353,4874,1931852,255.21,11101,654889805,TARANTUL3000,"569,69"
890,1921,0,6723,148,20,916,760,1558,1993,5111,3571,398868,1161306,4,13102,903,1561,528691,61.84,4368,549270082,lucanial76,"62,66"
891,25882,2546,113853,389,398,1934,7216,13676,15228,33015,29302,21694890,26650456,9,190332,17282,7069,11405320,315.65,72553,595719323,roman9824,"816,10"
892,301,0,1756,100,17,498,228,274,294,1156,585,17774,60474,3,9904,111,0,58563,0.0,0,501125005,frej73,"53,08"
893,2859,0,7722,326,21,1629,264,979,949,1380,1949,736406,1035387,9,13113,1007,4326,635936,214.35,5063,633262084,K2blackpanter_70430209,"707,90"
894,263,0,2821,166,6,693,195,315,279,2054,600,87178,91408,5,8250,332,1007,99426,22.59,59,619174179,RenamedUser_1230963,"356,73"
895,11606,452,80019,352,187,1797,4343,8464,9340,9249,17991,9887489,14984513,7,127424,11860,4475,6332658,228.23,53973,630669190,Mafia_751,"688,58"
896,2559,0,17063,228,53,1260,1075,2021,2178,5145,4252,1271118,1751174,5,27720,2204,2013,969386,113.82,10456,567516275,PaulMuatib,"548,99"
897,1787,0,8390,176,12,1198,218,730,857,3883,1599,210729,573915,5,20220,511,1336,281650,88.49,4631,523683008,leo_568,"183,26"
898,1105,19,9381,314,24,1417,459,945,951,1135,1920,855872,1071013,7,17950,1306,3149,602146,143.02,6019,630082020,_SORS_12,"727,64"
900,10639,46,61933,463,193,2141,3631,7494,8408,21948,16095,11347362,11340534,8,131895,10023,7303,7458961,211.23,31863,502264167,Schutti84,"844,51"
901,1626,0,7480,653,11,2141,350,604,479,697,1094,989973,749768,7,10981,1194,5619,714411,325.56,5361,559715734,Noob_Satan,"1842,67"
902,4141,55,23199,384,82,2202,1320,2737,2825,6087,5644,3994351,4614784,8,43598,3823,4993,2168477,273.18,10459,611850718,Kirill_ca,"962,02"
903,550,0,2009,178,5,1101,88,286,366,1036,657,61450,250036,5,6479,142,1415,116871,74.15,940,544897425,BlackDevil_accurate,"42,74"
904,103409,303,342083,519,721,2360,10957,33192,36526,78355,70439,56830598,89215062,8,457814,37949,6577,36555015,417.81,239838,510265749,marosbardejov,"794,28"
906,47823,293,184731,555,383,2523,6945,17382,16762,33173,34527,31590032,31553931,9,277867,23844,7920,19164339,352.09,85874,503464751,sebapl77,"1230,06"
907,3993,577,33970,310,73,1748,1984,3134,3423,7864,6630,2676647,3139876,6,66928,4027,2849,2057148,141.44,20363,541971407,Hoci81,"666,17"
908,4664,342,23129,293,35,1497,1395,2969,3415,3940,6419,2757270,4610890,6,46001,3135,4155,1880654,169.62,13747,527718509,rovin_1,"502,43"
909,27388,25,173782,672,251,2628,9001,15826,13940,31113,30017,34704294,26835986,9,261680,31155,7547,20165993,373.41,117769,637559157,cudge,"1666,11"
910,5444,202,26541,312,58,2150,1378,3158,3378,3296,6594,2935946,4675624,6,50580,3692,5902,2054752,201.9,13869,508297984,coperffield,"615,28"
911,13303,489,73065,652,171,2640,4265,7373,7143,8684,14687,15809806,15219120,7,107087,11407,7648,9577025,342.59,51737,517100054,PaulvonJagenthroph,"1309,11"
912,18476,763,114784,426,341,2519,7170,12678,12696,39336,25715,20429611,21844911,8,189000,18311,7275,10954403,224.47,77594,604226850,DESTRQ_13953720,"1001,22"
913,11699,137,65678,368,86,1740,3392,6660,6746,16450,13492,8887987,9662097,7,99807,9324,5473,4966287,230.39,45569,501836156,fajiulino,"1005,62"
915,1466,0,5633,110,22,957,384,1060,1353,2119,2435,114940,568501,5,22409,391,1360,267369,53.71,2997,514008078,alexis2514,"32,61"
916,3038,0,12719,253,31,1483,866,1954,2207,4157,4192,1264867,2075392,9,24143,1955,3148,1060094,154.14,8533,605946763,ALTRON_421,"444,33"
917,1066,317,6461,348,25,1847,407,853,1110,1367,1988,690279,1348747,7,14692,710,3196,691225,144.24,2799,509114394,_MARYNO_,"349,41"
918,306,0,1478,174,3,2072,83,237,266,507,506,54470,146619,9,3092,162,1325,88157,62.3,879,607915468,RenamedUser_72065539,"125,71"
919,19544,54,137711,624,298,2399,8416,13411,12981,24674,26690,31552494,27295173,8,205190,22568,9192,16664396,330.64,94764,502387622,marcin86sc,"1351,33"
920,30173,20,203960,556,458,2497,10299,15184,11746,34494,27388,32129205,24966766,10,297776,30512,6250,15233354,317.83,49758,618948113,OzekiSan_520554,"1906,27"
921,34096,727,289566,612,492,2745,11778,20033,16682,35371,37207,44589079,37580288,10,410606,44328,6856,22783528,380.88,187889,597491331,KONCYL_UA,"1883,73"
923,382,0,1820,134,13,598,128,278,319,1174,610,46697,155068,5,6766,156,0,81661,107.1,235,622110423,RenamedUser_12402945,"55,10"
924,4793,25,53915,466,127,1983,3765,4992,4576,12653,9695,9370743,7446297,7,88118,9453,6220,4521180,228.13,38304,654932843,FavkO_2707019,"1322,33"
925,23548,900,110356,332,250,2077,6838,13257,13555,39800,27062,16593538,19660601,8,185771,16198,6231,8995748,263.49,52470,637675196,pancir9,"832,78"
926,2559,0,14096,269,24,1291,556,1181,1321,7191,2526,886954,1427463,8,34275,1203,3039,680547,134.49,7707,626054686,RenamedUser_24334074,"534,02"
927,3086,16,16438,507,38,2097,635,1437,1558,4406,3033,2210455,2869483,7,25133,1883,4469,1538592,250.75,10938,591337859,hipnoz80,"947,46"
928,10744,0,107964,589,199,2328,4747,7222,6305,24289,13726,17032794,11545770,8,178465,14768,7552,8091125,407.72,19051,595594117,Chepo4ek,"1785,58"
929,2594,0,10714,260,53,1510,811,1617,1610,5023,3280,1125227,1540844,7,21217,2190,0,853168,0.0,0,619384573,_DragO___1910360,"662,11"
930,368,0,3180,582,7,1827,139,293,275,627,575,498910,469765,6,5033,439,4722,334773,284.77,2186,550541105,SahtekaR_,"1114,57"
932,396,0,3168,151,13,952,328,548,667,1314,1228,179935,199061,5,8966,495,0,185194,36.9,33,621387346,RenamedUser_8216336,"259,39"
933,1096,0,8430,242,22,1560,454,1040,1264,2045,2326,542695,1431406,5,14691,822,2696,563216,101.11,4534,544372682,Mafai39,"288,08"
934,976,96,7964,190,24,1383,440,893,1074,2045,1991,281223,634522,4,15395,614,2013,378031,69.33,4073,513977570,Generalolirob54,"158,97"
935,598,0,2926,201,14,799,90,300,297,676,611,100390,217457,4,6987,259,1451,122571,97.03,1641,625187363,RenamedUser_21851930,"312,50"
936,327,0,2458,164,6,652,173,306,327,979,639,89786,167855,4,5720,265,0,104530,0.0,0,500716853,Qweez,"239,76"
937,1020,0,5919,241,16,1291,297,632,694,1714,1342,364150,542931,6,12516,686,264,323935,53.64,100,506679684,finn0y,"483,17"
938,611,0,4741,153,9,861,283,652,732,1073,1393,116804,347489,4,12349,347,1450,213339,61.59,2288,632416213,RenamedUser_64884032,"64,09"
939,785,20,4913,284,17,1913,148,382,468,800,867,310362,403887,7,7943,480,2857,245882,141.23,2798,576144295,Maniack108,"840,79"
940,1283,0,8873,214,22,1308,623,1336,1532,4173,2890,669161,1174817,7,17346,1330,3179,618708,89.14,5477,605147847,volk_1000_311,"311,22"
941,1643,0,7360,175,21,1134,330,927,1063,2436,2011,300983,646999,7,18476,671,599,352510,114.56,394,508798774,nabukadnazard,"186,56"
942,2938,0,17150,418,31,1805,794,1761,1517,9191,3309,2678548,2939599,8,23010,2903,5013,1381787,233.08,12955,605655098,Woker_Z,"1255,43"
944,10356,422,30166,285,92,1860,1090,4448,5275,4385,9815,3466552,6797354,6,60262,3829,4294,2795712,197.19,19030,637401122,proVlad1199,"420,04"
945,4294,44,26827,402,56,1995,887,1911,1833,3683,3800,1647515,1940503,7,50723,2141,3273,1526665,206.85,15871,675631784,vavan4balu,"916,13"
946,800,0,8013,255,19,1278,512,828,899,2701,1746,449985,579725,6,13758,921,0,445137,0.0,0,506569250,Xnilo9,"462,61"
